RIL,Yield,Protein,Oil,Seedsize,Height,Maturity
DS11-37049,4970.796891,45.28011417,23.85142059,18.67854395,87.22525972,1011.838855
DS11-37050,4815.527571,48.38011417,21.08475393,18.57854395,126.9057582,1031.903861
DS11-37051,5172.860904,45.3134475,22.35142059,18.44521061,112.1557582,1015.441793
DS11-37052,5086.796891,45.94678084,22.61808726,17.54521061,114.0824026,1019.838855
DS11-37054,5205.546891,44.1134475,24.45142059,15.37854395,108.510974,1022.838855
DS11-37055,5024.046891,45.0134475,24.01808726,18.64521061,109.0824026,1017.55314
DS11-37056,5305.046891,45.14678084,23.78475393,18.61187728,95.22525972,1015.410283
DS11-37057,5003.527571,43.58011417,23.18475393,18.91187728,119.5307582,1011.191793
DS11-37058,4955.860904,42.2134475,24.01808726,16.87854395,112.4057582,1025.761004
DS11-37061,4970.016113,39.70834214,22.40942843,19.23008997,94.17373495,992.051878
DS11-37062,4426.416113,41.42834214,22.38942843,18.79008997,86.6181794,990.4963225
DS11-37063,4590.616113,39.74834214,22.52942843,16.37008997,95.39595717,989.9407669
DS11-37064,4582.216113,39.54834214,22.54942843,16.77008997,89.72929051,985.3852114
DS11-37065,5484.316113,40.58834214,21.62942843,19.09008997,105.173735,1001.2741
DS11-37066,4759.141211,41.08032304,20.41572356,17.51878296,112.6181794,1019.717715
DS11-37067,5095.116113,40.62834214,20.98942843,18.53008997,103.3959572,1002.718545
DS11-37068,4806.516113,41.12834214,21.54942843,20.09008997,118.3959572,1002.496322
DS11-37069,4861.23212,40.18032304,20.76572356,18.2021163,119.7292905,1006.496322
DS11-37071,4762.141211,40.13032304,20.56572356,17.53544963,118.8404016,1008.2741
DS11-37072,4546.141211,41.73032304,20.23239023,17.08544963,115.173735,1006.385211
DS11-37073,4740.504847,38.61365637,20.56572356,16.08544963,114.2848461,1008.2741
DS11-37075,4971.016113,41.00834214,21.20942843,16.71008997,104.9515127,1004.496322
DS11-37076,5086.141211,38.46365637,21.79905689,17.86878296,103.5070683,1001.718545
DS11-37077,5465.916113,39.96834214,21.04942843,19.43008997,98.39595717,1000.940767
DS11-37078,4821.686665,39.13032304,20.96572356,15.23544963,114.0626238,1002.385211
DS11-37079,5191.868483,38.58032304,21.41572356,17.78544963,107.2848461,1004.829656
DS11-37080,4644.046891,45.18011417,23.78475393,21.47854395,90.93954543,1024.610777
DS11-37081,4780.716113,41.18834214,22.50942843,18.07008997,92.39595717,988.9407669
DS11-37082,5421.015926,40.10834214,21.88942843,17.07008997,117.0626238,1003.940767
DS11-37083,5310.416113,40.04834214,21.42942843,18.25008997,107.173735,998.4963225
DS11-37084,5333.616113,40.04834214,21.76942843,19.43008997,105.7292905,1005.162989
DS11-37085,5111.141211,37.9969897,20.99905689,16.88544963,116.2848461,1006.051878
DS11-37086,5110.916113,39.60834214,22.22942843,18.33008997,97.72929051,992.051878
DS11-37087,4517.916113,40.26834214,22.80942843,19.93008997,90.06262384,989.9407669
DS11-37088,4735.416113,40.10834214,22.50942843,16.73008997,87.84040162,986.4963225
DS11-37089,4418.416113,40.96834214,22.46942843,16.19008997,94.17373495,986.6074336
DS11-37090,5459.816113,39.72834214,21.58942843,17.25008997,116.8404016,1001.718545
DS11-37091,4945.595756,39.1469897,21.38239023,16.68544963,114.173735,1001.829656
DS11-37092,5279.916113,42.24834214,21.40942843,22.25008997,106.7292905,1003.385211
DS11-37094,5463.141211,38.16365637,22.06572356,18.73544963,104.5070683,1003.162989
DS11-37095,5293.616113,39.48834214,22.24942843,17.09008997,114.5070683,998.6074336
DS11-37096,4835.323029,41.0969897,20.08239023,18.21878296,113.173735,1006.940767
DS11-37097,4655.716113,40.64834214,22.60942843,15.99008997,90.50706828,992.1629891
DS11-37098,4621.141211,40.86365637,19.86572356,16.01878296,114.5070683,1008.2741
DS11-37099,5418.416113,40.06834214,21.92942843,16.95008997,110.173735,1000.385211
DS11-37100,5217.416113,39.50834214,22.00942843,17.49008997,98.28484606,993.051878
DS11-37101,5151.504847,39.81365637,20.34905689,15.98544963,111.8404016,1005.496322
DS11-37102,5397.916113,40.90834214,21.32942843,17.67008997,108.173735,999.2741002
DS11-37103,4901.323029,40.4469897,20.43239023,17.33544963,112.5070683,1004.829656
DS11-37104,4790.050302,39.71365637,20.93239023,13.91878296,106.0626238,1003.162989
DS11-37105,4298.050302,39.86365637,20.84905689,16.28544963,114.5070683,1001.2741
DS11-37106,5041.504847,39.3969897,21.29905689,15.78544963,114.7292905,1006.829656
DS11-37107,5133.316113,39.32834214,21.66942843,17.25008997,99.17373495,1003.718545
DS11-37108,4945.171891,46.3134475,22.91808726,19.07854395,90.79668829,1015.55314
DS11-37109,5014.595756,38.36365637,20.84905689,14.23544963,115.2848461,1007.2741
DS11-37110,4908.777574,39.38032304,20.98239023,16.96878296,109.3959572,1003.607434
DS11-37112,4893.972015,46.7134475,22.01808726,19.84521061,122.4057582,1028.189576
DS11-37113,4813.296891,44.94678084,23.88475393,22.81187728,97.22525972,1016.124569
DS11-37114,5789.796891,43.3134475,23.28475393,19.07854395,109.7966883,1020.695997
DS11-37115,5475.671891,45.64678084,22.61808726,15.51187728,113.510974,1022.981712
DS11-37116,5193.638682,43.94678084,22.95142059,17.77854395,112.9057582,1024.618147
DS11-37117,5050.749793,45.68011417,22.61808726,17.64521061,112.7807582,1025.189576
DS11-37118,5174.527571,47.3134475,22.08475393,18.64521061,125.6557582,1016.441793
DS11-37119,4928.296891,45.4134475,23.95142059,17.77854395,100.3681169,1014.695997
DS11-37121,4943.194237,45.54678084,22.85142059,18.57854395,111.2807582,1013.316793
DS11-37122,4957.083126,45.3134475,22.98475393,18.64521061,109.1557582,1011.066793
DS11-37123,4728.046891,44.94678084,24.01808726,19.07854395,94.93954543,1032.277444
DS11-37124,5141.860904,44.34678084,24.05142059,22.37854395,101.1557582,1011.941793
DS11-37126,5159.921891,43.54678084,24.51808726,20.37854395,103.510974,1015.695997
DS11-37127,4717.504847,39.46365637,20.93239023,19.21878296,110.7292905,1004.940767
DS11-37128,4695.868483,41.6969897,20.46572356,16.53544963,110.7292905,1004.607434
DS11-37130,4889.23212,37.98032304,21.13239023,16.71878296,105.173735,1004.385211
DS11-37131,4942.816113,40.98834214,22.12942843,20.41008997,90.06262384,995.9407669
DS11-37132,4749.686665,39.03032304,21.29905689,16.23544963,114.5070683,1003.940767
DS11-37133,4762.305349,45.44678084,22.01808726,18.24521061,105.5307582,1016.566793
DS11-37134,4725.749793,43.94678084,23.15142059,19.34521061,119.5307582,1015.316793
DS11-37135,10834.90854,48.58768689,25.70468465,20.2514109,134.7846017,1271.656948
DS11-37136,5188.504847,38.81365637,21.83239023,18.8521163,114.6181794,1006.162989
DS11-37138,5288.749793,44.08011417,23.31808726,18.91187728,110.0307582,1027.046718
DS11-37139,5323.972015,44.7134475,23.05142059,18.21187728,116.7807582,1029.115594
DS11-37141,5067.305349,46.54678084,22.05142059,19.91187728,116.6557582,1016.441793
DS11-37142,4693.516113,40.72834214,22.06942843,17.27008997,96.39595717,989.7185447
DS11-37143,4726.868483,40.46365637,20.86572356,16.18544963,118.0626238,1004.940767
DS11-37144,5534.238149,38.16834214,21.84942843,16.37008997,106.5070683,1002.607434
DS11-37145,5068.916113,40.58834214,21.90942843,17.17008997,103.0626238,999.7185447
DS11-37146,4683.050302,41.16365637,19.63239023,18.01878296,114.6181794,1006.2741
DS11-37148,4454.141211,39.41365637,20.59905689,17.0521163,120.5070683,1017.244815
DS11-37149,4817.050302,38.73032304,20.79905689,16.73544963,111.5070683,1003.607434
DS11-37150,4715.416113,40.12834214,22.80942843,20.45008997,87.39595717,989.4963225
DS11-37151,4771.050302,40.28032304,21.14905689,18.03544963,109.173735,1004.385211
DS11-37152,4892.141211,40.4469897,20.21572356,15.7521163,126.5070683,1005.607434
DS11-37153,4740.016113,40.92834214,21.94942843,18.79008997,89.84040162,989.9407669
DS11-37154,4557.916113,39.98834214,22.80942843,15.25008997,94.28484606,987.4963225
DS11-37155,4824.316113,41.46834214,20.84942843,15.99008997,117.6181794,1000.940767
DS11-37156,4498.216113,41.24834214,22.26942843,18.73008997,96.84040162,995.3852114
DS11-37157,4624.323029,38.73032304,20.91572356,14.91878296,107.7292905,1006.829656
DS11-37158,4726.413938,40.83032304,19.84905689,18.96878296,114.5070683,1006.385211
DS11-37159,5314.323029,39.41365637,20.89905689,19.71878296,112.2848461,1005.2741
DS11-37160,4482.016113,40.46834214,22.34942843,19.59008997,101.3959572,993.6074336
DS11-37161,5062.638682,44.28011417,23.21808726,17.24521061,118.7807582,1014.816793
DS11-37163,5409.296891,44.74678084,23.91808726,19.07854395,100.0824026,1016.410283
DS11-37166,4894.671891,45.3134475,23.95142059,18.94521061,106.7966883,1014.267426
DS11-37170,4701.41646,48.2134475,21.31808726,19.84521061,127.9057582,1017.441793
DS11-37171,4954.194237,45.24678084,22.91808726,18.54521061,97.40575821,1009.941793
DS11-38001,4989.87732,39.11365637,20.96572356,14.31878296,120.4567453,1004.910215
DS11-38002,5122.97732,40.41365637,20.43239023,18.8521163,114.3456342,1015.248078
DS11-38003,5000.67732,38.26365637,21.58239023,16.51878296,115.7900786,1002.799104
DS11-38005,5022.07732,39.41365637,21.41572356,19.7021163,116.9011897,1003.910215
DS11-38006,5428.67732,39.9969897,21.03239023,17.96878296,104.5678564,1003.021327
DS11-38008,5147.27732,38.76365637,21.18239023,17.9021163,106.0123008,1003.132438
DS11-38009,5473.576238,38.26365637,21.48239023,18.1021163,111.0148321,1014.433344
DS11-38010,4998.67732,38.71365637,21.23239023,17.7021163,110.4567453,1001.465771
DS11-38011,5521.27732,39.21365637,21.14905689,18.8021163,115.1234119,1004.576882
DS11-38012,4275.67732,39.16365637,21.81572356,17.0021163,95.01230083,992.0213265
DS11-38013,5124.17732,38.66365637,21.46572356,17.1521163,113.1234119,1004.576882
DS11-38014,5091.37732,38.4969897,21.61572356,18.61878296,107.4567453,1003.021327
DS11-38015,5184.17732,40.76365637,20.66572356,19.4021163,106.9011897,1001.465771
DS11-38016,5232.67732,39.5969897,21.24905689,17.21878296,111.1234119,1004.687993
DS11-38017,5279.07732,37.88032304,21.51572356,17.01878296,107.0123008,1003.021327
DS11-38018,4877.07732,38.51365637,21.31572356,18.23544963,125.1234119,1014.933344
DS11-38019,5161.27732,39.71365637,21.19905689,17.1521163,104.1234119,996.0213265
DS11-38020,4833.27732,39.86365637,21.21572356,17.08544963,117.5678564,1001.243549
DS11-38021,4959.97732,37.71365637,21.81572356,16.83544963,119.2345231,1000.465771
DS11-38022,5141.27732,39.2969897,21.39905689,16.66878296,105.6789675,1000.687993
DS11-38023,5206.27732,38.71365637,21.69905689,17.66878296,112.0123008,1002.132438
DS11-38024,4943.67732,39.4469897,21.69905689,19.93544963,109.5678564,1002.021327
DS11-38025,5226.47732,39.13032304,21.79905689,18.11878296,108.7900786,1003.910215
DS11-38026,5037.07732,38.5469897,21.91572356,18.83544963,111.5678564,1000.021327
DS11-38028,4915.37732,39.7969897,20.83239023,17.98544963,113.6789675,1000.35466
DS11-38030,5426.87732,39.91365637,21.39905689,16.81878296,107.1234119,1003.799104
DS11-38032,5146.17732,38.9969897,21.53239023,19.01878296,114.0123008,1001.799104
DS11-38033,5064.57732,39.31365637,21.38239023,17.7021163,113.4567453,1014.433344
DS11-38034,5140.97732,39.6469897,21.39905689,15.83544963,109.0123008,1002.687993
DS11-38035,5262.57732,38.6469897,21.58239023,19.36878296,121.7900786,1002.243549
DS11-38036,5373.87732,39.66365637,21.14905689,17.63544963,116.7900786,1001.576882
DS11-38037,5227.67732,39.56365637,21.78239023,20.43544963,113.2345231,1000.799104
DS11-38038,4683.17732,39.38032304,21.46572356,17.1021163,103.3456342,998.3546598
DS11-38040,4577.07732,38.63032304,21.53239023,16.06878296,120.1234119,1004.576882
DS11-38041,5283.27732,37.83032304,21.99905689,18.08544963,107.1234119,1001.465771
DS11-38042,5067.794866,38.83032304,21.59905689,19.1521163,93.67799551,997.5854302
DS11-38044,4860.3782,39.28032304,21.78239023,18.83544963,112.0779955,994.2854302
DS11-38045,4972.544866,38.9469897,21.61572356,18.06878296,115.9779955,996.6854302
DS11-38046,4772.711533,37.8469897,22.38239023,18.91878296,108.9779955,993.1854302
DS11-38047,4744.3782,38.31365637,21.89905689,19.7521163,111.8779955,994.3854302
DS11-38048,5141.8782,38.2969897,21.28239023,16.88544963,100.0779955,993.9854302
DS11-38049,4879.211533,39.48032304,21.73239023,18.5521163,109.4779955,990.3854302
DS11-38050,4905.3782,39.46365637,21.43239023,18.51878296,113.8779955,991.5854302
DS11-38051,4749.211533,38.98032304,21.14905689,19.43544963,112.5779955,996.7854302
DS11-38052,5126.1282,39.13032304,21.51572356,20.28544963,113.6779955,996.0854302
DS11-38054,4324.294866,40.41365637,20.81572356,20.83544963,109.6779955,989.8854302
DS11-38055,4860.461533,38.46365637,21.33239023,16.86878296,108.5779955,994.9854302
DS11-38056,4693.8782,39.46365637,21.33239023,18.76878296,110.1779955,993.0854302
DS11-38057,5148.6282,37.63032304,21.73239023,15.76878296,113.1779955,995.0854302
DS11-38059,4871.711533,38.4969897,21.91572356,19.06878296,106.4779955,995.9854302
DS11-38061,4852.461533,38.16365637,20.98239023,17.1021163,111.0779955,1003.627443
DS11-38062,4851.711533,39.76365637,21.41572356,18.28544963,115.1779955,993.7854302
DS11-38063,4922.8782,38.23032304,21.73239023,19.23544963,115.1779955,994.4854302
DS11-38064,4729.6282,39.88032304,21.56572356,18.5021163,99.27799551,994.3854302
DS11-38065,4821.294866,37.73032304,21.84905689,18.68544963,112.4779955,993.1854302
DS11-38066,4691.8782,37.8969897,21.51572356,18.13544963,116.9779955,997.1854302
DS11-38067,4969.794866,38.63032304,21.98239023,18.53544963,100.5779955,994.1854302
DS11-38068,4849.461533,39.88032304,21.38239023,18.78544963,115.9779955,995.8854302
DS11-38070,4944.961533,38.5969897,21.78239023,17.8021163,117.4779955,996.3854302
DS11-38071,5011.8782,38.31365637,21.74905689,18.38544963,113.0779955,994.3854302
DS11-38072,5036.294866,39.33032304,21.59905689,20.68544963,113.4779955,995.4854302
DS11-38074,4697.294866,39.03032304,21.81572356,18.93544963,109.3779955,992.1854302
DS11-38075,5207.544866,39.26365637,21.61572356,19.63544963,112.8779955,995.9854302
DS11-38076,5306.770007,42.49514251,22.12536524,18.97446995,123.2267462,1041.74743
DS11-38077,5691.055721,41.42014251,22.62536524,17.32446995,111.7267462,1043.080764
DS11-38078,5869.198578,41.67014251,22.47536524,18.77446995,114.8934129,1042.24743
DS11-38079,5504.198578,41.74514251,22.40036524,17.89946995,104.7267462,1041.580764
DS11-38080,5643.62715,40.77014251,23.05036524,20.54946995,108.8934129,1039.24743
DS11-38081,5815.341435,41.87014251,22.60036524,18.89946995,107.3934129,1040.414097
DS11-38082,5447.912864,41.69514251,22.35036524,18.27446995,135.0600796,1044.914097
DS11-38083,5915.912864,41.77014251,22.35036524,20.12446995,108.8934129,1041.74743
DS11-38084,5559.912864,42.44514251,21.97536524,17.99946995,121.7267462,1040.24743
DS11-38085,6452.862816,43.51775512,23.95090757,21.01574573,108.0600796,1038.74743
DS11-38086,5604.341435,41.54514251,22.42536524,19.52446995,119.0600796,1040.580764
DS11-38087,5543.484293,40.92014251,23.07536524,17.52446995,110.2267462,1038.914097
DS11-38088,5582.198578,41.97014251,22.62536524,20.34946995,117.2267462,1041.414097
DS11-38089,5359.62715,41.89514251,22.42536524,18.69946995,120.5600796,1042.74743
DS11-38090,6156.94699,42.44514251,22.27536524,22.62446995,112.8934129,1041.24743
DS11-38091,4995.711533,39.0469897,21.59905689,16.98544963,115.1779955,995.2854302
DS11-38092,5577.62715,41.27014251,22.17536524,18.42446995,121.7267462,1041.24743
DS11-38093,5619.341435,42.52014251,22.47536524,19.82446995,116.8934129,1042.24743
DS11-38094,5565.770007,41.42014251,22.85036524,18.77446995,126.0600796,1043.580764
DS11-38095,5344.341435,41.27014251,22.20036524,17.09946995,120.0600796,1041.24743
DS11-38096,5995.780324,42.19514251,22.12536524,18.79946995,122.3934129,1041.914097
DS11-38098,5364.62715,42.09514251,22.72536524,20.57446995,110.5600796,1038.74743
DS11-38099,5640.198578,42.39514251,21.95036524,17.99946995,115.3934129,1042.914097
DS11-38100,5826.484293,41.02014251,22.87536524,18.32446995,104.0600796,1038.74743
DS11-38101,4466.544866,37.91365637,22.06572356,18.7521163,111.1779955,990.4854302
DS11-38102,4769.461533,37.51365637,21.76572356,18.2521163,118.8779955,996.5854302
DS11-38106,5426.484293,41.54514251,22.15036524,17.94946995,133.3934129,1044.24743
DS11-38107,5786.362816,41.92014251,22.40036524,18.59946995,113.3934129,1041.74743
DS11-38108,5602.055721,42.47014251,22.30036524,17.97446995,110.8934129,1040.080764
DS11-38109,4867.211533,39.28032304,21.78239023,18.76878296,110.8779955,988.2854302
DS11-38110,5520.198578,41.12014251,22.32536524,18.69946995,121.5600796,1041.414097
DS11-38111,5707.055721,41.49514251,22.05036524,18.62446995,114.9445689,1036.914097
DS11-38114,5257.912864,41.44514251,22.70036524,15.69946995,115.5600796,1040.24743
DS11-38117,5661.341435,42.49514251,22.30036524,20.17446995,125.2267462,1040.74743
DS11-38119,5712.198578,41.57014251,22.87536524,20.44946995,126.5600796,1043.080764
DS11-38122,5905.62715,42.29514251,21.72536524,17.77446995,124.3934129,1045.080764
DS11-38123,5788.341435,41.84514251,22.62536524,20.72446995,106.5600796,1042.914097
DS11-38124,5848.484293,41.09514251,22.97536524,20.87446995,111.8934129,1039.580764
DS11-38126,5370.912864,41.79514251,22.12536524,18.39946995,112.7267462,1040.914097
DS11-38127,5806.345382,41.49514251,22.60036524,19.12446995,105.8613893,1024.735278
DS11-38132,5281.345382,42.09514251,22.15036524,20.09946995,125.0042464,1022.878135
DS11-38133,5464.220382,41.09514251,22.97536524,19.09946995,107.0042464,1021.163849
DS11-38135,5384.470382,42.62014251,21.25036524,17.54946995,113.7185322,1023.735278
DS11-38137,5501.345382,42.02014251,22.95036524,18.94946995,92.14710359,1022.020992
DS11-38140,5460.720382,42.67014251,21.70036524,16.52446995,114.7185322,1024.020992
DS11-38141,5426.220382,41.74514251,22.45036524,20.64946995,110.4328179,1022.735278
DS11-38142,4969.345382,41.82014251,22.27536524,20.62446995,117.7185322,1023.592421
DS11-38144,5750.720382,41.37014251,22.52536524,19.97446995,121.2899607,1023.163849
DS11-38145,4955.095382,42.59514251,22.10036524,21.37446995,120.1471036,1023.306707
DS11-38146,5080.970382,40.17014251,22.17536524,16.79946995,141.4328179,1024.020992
DS11-38148,5891.220382,41.62014251,22.82536524,19.72446995,112.8613893,1022.592421
DS11-38149,5131.095382,40.99514251,22.37536524,18.04946995,118.575675,1022.878135
DS11-38154,4736.044866,39.7969897,20.78239023,17.53544963,116.4779955,997.8854302
DS11-38160,5013.720382,42.19514251,21.77536524,19.22446995,130.8613893,1026.020992
DS11-38163,5437.595382,42.27014251,22.37536524,18.47446995,117.4328179,1023.306707
DS11-38164,5387.345382,41.34514251,22.17536524,17.12446995,114.7185322,1021.449564
DS11-38165,5422.220382,42.19514251,21.37536524,19.29946995,107.4328179,1023.592421
DS11-38166,5447.970382,41.89514251,22.82536524,20.22446995,105.4328179,1023.020992
DS11-38168,4810.544866,38.73032304,21.31572356,18.6021163,112.3779955,997.0854302
DS11-38176,5219.970382,42.02014251,22.45036524,18.77446995,125.2899607,1024.735278
DS11-38177,4811.211533,41.01365637,21.26572356,21.2021163,104.3779955,995.9854302
DS11-38179,5366.095382,42.29514251,22.17536524,22.04946995,140.0042464,1038.823271
DS11-38181,5331.720382,40.62014251,23.32536524,18.24946995,108.7185322,1023.163849
DS11-38184,5521.595382,43.29514251,21.87536524,19.22446995,105.575675,1024.020992
DS11-38186,5453.220382,41.09514251,22.45036524,20.24946995,116.575675,1022.878135
DS11-38188,5337.970382,40.87014251,22.92536524,21.09946995,106.2899607,1021.592421
DS11-38192,5550.220382,42.37014251,22.37536524,19.17446995,121.7185322,1025.163849
DS11-38193,5774.720382,41.54514251,22.50036524,19.62446995,120.8613893,1024.020992
DS11-38194,5493.970382,42.52014251,21.90036524,18.59946995,117.2899607,1022.878135
DS11-38195,4905.720382,41.59514251,22.17536524,20.42446995,120.4328179,1023.306707
DS11-38196,5082.970382,41.19514251,22.67536524,21.29946995,123.8613893,1022.878135
DS11-38197,5284.595382,42.09514251,21.60036524,19.49946995,125.575675,1026.306707
DS11-38198,5202.720382,40.72014251,22.72536524,18.19946995,119.2899607,1024.020992
DS11-38199,5541.845382,41.89514251,22.02536524,18.77446995,112.8613893,1022.306707
DS11-38201,5639.095382,41.59514251,22.40036524,17.19946995,114.8613893,1023.020992
DS11-38208,5464.845382,42.32014251,22.77536524,18.82446995,109.0042464,1021.020992
DS11-38211,5269.720382,40.89514251,23.07536524,19.67446995,127.0042464,1023.449564
DS11-39127,5214.193305,37.0469897,21.96572356,18.96878296,108.6779955,1003.182998
DS11-39128,5113.104201,38.7969897,21.14905689,18.2021163,102.6779955,993.6854302
DS11-39130,5141.376928,37.8969897,21.53239023,17.08544963,112.0779955,998.2854302
DS11-39131,5066.104201,37.7469897,22.04905689,18.4521163,105.1779955,1002.849665
DS11-39132,5363.19511,38.08032304,21.13239023,17.2521163,108.4779955,999.6854302
DS11-39134,5410.558746,39.0969897,21.08239023,16.46878296,107.6779955,998.4854302
DS11-39135,4960.831473,37.58032304,22.11572356,18.2521163,92.17799551,997.1854302
DS11-39136,5058.104201,38.4969897,21.04905689,16.06878296,104.4779955,1007.182998
DS11-39138,5118.693305,37.53032304,21.96572356,17.36878296,105.3779955,993.7854302
DS11-39139,5175.293305,39.81365637,20.83239023,16.78544963,102.7779955,1005.182998
DS11-39140,5522.922382,37.6469897,21.91572356,18.41878296,109.0779955,1001.405221
DS11-39141,5306.467837,38.06365637,21.49905689,17.86878296,99.97799551,1002.627443
DS11-39142,3971.649655,40.63032304,20.59905689,17.88544963,127.0875449,1003.903235
DS11-39143,5139.993305,37.21365637,21.88239023,17.8521163,109.0779955,995.1854302
DS11-39144,4950.013291,39.16365637,21.21572356,18.1021163,109.9779955,1004.849665
DS11-39145,4503.104201,38.66365637,21.48239023,16.23544963,105.4779955,997.5163317
DS11-39146,5471.286019,38.5969897,21.36572356,17.93544963,119.0779955,1005.182998
DS11-39147,5253.793305,38.58032304,21.28239023,17.9021163,101.5779955,1003.960776
DS11-39148,5402.104201,37.76365637,22.01572356,17.0021163,109.1779955,1004.405221
DS11-39149,5586.286019,38.03032304,20.81572356,17.2021163,104.8779955,997.6854302
DS11-39150,5331.649655,38.8469897,21.01572356,18.5021163,103.8779955,997.2854302
DS11-39151,5352.593305,37.46365637,21.81572356,17.71878296,101.7779955,995.7854302
DS11-39152,5356.19511,37.11365637,21.53239023,17.66878296,103.1779955,996.0854302
DS11-39154,5419.455915,37.88032304,21.09905689,18.03544963,105.7542116,1014.990225
DS11-39155,5174.013291,38.33032304,21.79905689,17.83544963,96.27799551,994.4854302
DS11-39156,5240.793305,38.7469897,20.58239023,18.83544963,97.67799551,998.2854302
DS11-39157,5490.104201,38.73032304,20.99905689,19.13544963,106.5779955,996.2854302
DS11-39158,5193.293305,39.63092671,22.22912062,17.71241104,104.0779955,996.2854302
DS11-39159,5311.104201,37.13032304,21.96572356,18.16878296,97.97799551,996.4854302
DS11-39160,5838.055721,44.2134475,23.01808726,18.21187728,111.8934129,1042.414097
DS11-39161,5751.484293,45.78011417,22.45142059,18.71187728,108.0600796,1065.655453
DS11-39162,5177.649655,39.23032304,21.28239023,17.53544963,103.8779955,1003.849665
DS11-39163,5200.922382,38.0969897,21.53239023,16.58544963,107.4779955,1003.071887
DS11-39164,4837.467837,39.26365637,20.61572356,14.9521163,110.4779955,997.2854302
DS11-39165,5262.649655,38.3969897,21.26572356,18.2521163,107.0779955,999.2854302
DS11-39166,5272.649655,38.56365637,21.46572356,18.88544963,106.2779955,995.8854302
DS11-39167,5343.816222,38.26365637,21.11572356,17.96878296,114.6431005,1015.490225
DS11-39168,5027.23212,38.93032304,21.76572356,17.86878296,98.95151273,1013.092715
DS11-39169,4996.868483,39.21365637,21.06572356,17.5521163,109.7292905,1007.162989
DS11-39170,5109.23212,38.66365637,21.64905689,18.21878296,108.9515127,1005.607434
DS11-39171,4831.686665,39.48032304,20.81572356,17.41878296,110.8404016,1008.940767
DS11-39172,5115.504847,39.58032304,21.06572356,16.7521163,108.8404016,1008.051878
DS11-39173,4765.504847,39.56365637,20.64905689,16.51878296,109.9515127,1015.407448
DS11-39175,4799.050302,38.6969897,21.39905689,15.1521163,110.0626238,1015.157448
DS11-39176,4804.323029,40.3969897,20.86572356,18.58544963,113.5070683,1009.342715
DS11-39178,4705.777574,38.58032304,20.99905689,16.41878296,112.2848461,1006.051878
DS11-39179,4980.959392,38.7969897,21.16572356,16.03544963,109.6181794,1012.407448
DS11-39180,5349.23212,38.9969897,21.31572356,18.53544963,104.6181794,1005.607434
DS11-39181,4915.777574,39.68032304,20.86572356,16.96878296,110.3959572,1007.162989
DS11-39183,4888.504847,39.6469897,20.68239023,16.0521163,110.6181794,1027.362057
DS11-39184,4932.686665,38.9469897,21.09905689,17.06878296,109.3959572,1006.2741
DS11-39185,4713.141211,38.21365637,21.59905689,16.68544963,110.6181794,1011.342715
DS11-39186,5082.959392,39.6969897,21.21572356,16.43544963,109.3959572,1005.829656
DS11-39187,5078.777574,38.98032304,21.04905689,16.8021163,120.3959572,1017.532448
DS11-39188,4573.868483,40.0969897,20.21572356,16.03544963,121.8404016,1005.718545
DS11-39189,5054.504847,38.66365637,21.54905689,16.51878296,103.7292905,1017.092715
DS11-39190,5118.23212,39.61365637,21.23239023,17.56878296,111.7292905,1005.829656
DS11-39191,5133.050302,40.31365637,20.28239023,16.1021163,110.5070683,1017.657448
DS11-39192,4903.23212,38.8469897,20.99905689,16.16878296,107.173735,1002.607434
DS11-39193,4655.686665,39.28032304,20.94905689,16.5521163,111.0626238,1007.607434
DS11-39194,4731.323029,38.96365637,20.99905689,17.48544963,113.3959572,1005.162989
DS11-39195,5195.141211,39.0969897,21.26572356,16.48544963,103.2848461,1006.2741
DS11-39196,5511.686665,38.2969897,21.68239023,18.11878296,110.3959572,1006.051878
DS11-39197,4526.050302,39.78032304,21.04905689,16.53544963,108.8404016,1005.051878
DS11-39198,4933.504847,39.11365637,21.14905689,17.31878296,115.5070683,1002.940767
DS11-39199,4730.595756,38.88032304,21.16572356,16.16878296,104.7292905,1000.607434
DS11-39200,5170.050302,39.53032304,20.74905689,16.21878296,111.8404016,1006.2741
DS11-39202,4964.686665,38.96365637,21.33239023,16.06878296,108.8404016,1015.717715
DS11-39204,4891.141211,40.28032304,20.94905689,18.3021163,101.3959572,1006.051878
DS11-39205,4963.868483,39.83032304,20.68239023,16.1521163,112.6181794,1016.532448
DS11-39207,5380.135255,40.50970302,21.3064081,17.15873835,121.3959572,1008.162989
DS11-39208,5094.141211,38.98032304,21.11572356,15.51878296,107.9515127,1003.829656
DS11-39210,6045.055721,41.17014251,22.80036524,19.59946995,118.7267462,1042.74743
DS11-39211,6216.800499,41.72014251,22.27536524,17.67446995,114.4736853,1063.551879
DS11-39212,6354.967166,41.07014251,21.92536524,18.59946995,121.4736853,1066.751879
DS11-39213,6212.198578,41.67014251,22.05036524,18.52446995,116.2267462,1047.580764
DS11-39215,5456.62715,42.22014251,21.30036524,18.42446995,126.8934129,1045.080764
DS11-39219,5603.484293,43.8134475,23.15142059,16.64521061,115.8934129,1042.24743
DS11-39220,5863.912864,44.84678084,23.05142059,17.54521061,112.7267462,1065.455453
DS11-39222,5662.62715,45.68011417,22.78475393,16.91187728,105.5600796,1040.914097
DS11-39223,5786.198578,44.88011417,23.45142059,16.61187728,109.2267462,1062.855453
